Brand,Model,Processor_Brand,Processor_Name,Processor_Gnrtn,Ram_Gb,Ram_Type,Ssd,Hdd,Drive_Type,Os,Os_Bit,Warranty,Touchscreen,Msoffice,Latest_Price,Old_Price,Discount,Star_Rating,Ratings,Reviews
ASUS,VivoBook,Intel,Core i3,10th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,No,"?32,890","?46,990",30%,3.9,28,4
Lenovo,IdeaPad,Intel,Core i3,10th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?35,990","?57,290",37%,4,2124,233
DELL,Inspiron,Intel,Core i3,11th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,0,No,No,"?42,490","?50,693",16%,4,276,40
DELL,Vostro,Intel,Core i3,11th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,0,No,No,"?42,190","?44,780",6%,3.9,250,21
DELL,Vostro,Intel,Core i3,10th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?39,490","?54,517",28%,4,1917,189
HP,15s,Intel,Core i3,11th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?43,690","?48,933",11%,4.1,4999,490
ASUS,VivoBook,Intel,Core i3,10th,4 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,No,"?35,990","?48,990",27%,3.8,17,0
DELL,3000,Intel,Core i3,11th,8 GB,DDR4,,1024 GB,HDD,Windows,32-bit,0,No,No,"?43,800","?55,506",21%,4.2,17,0
Lenovo,Missing,Intel,Core i3,10th,8 GB,DDR4,,1024 GB,HDD,Windows,32-bit,0,No,No,"?38,990","?55,890",30%,0,0,0
ASUS,VivoBook,Intel,Core i3,10th,4 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,No,"?34,990","?40,990",15%,3.7,4203,490
ASUS,VivoBook,Intel,Core i3,11th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,No,"?38,900","?51,990",25%,3.9,13,0
DELL,Inspiron,Intel,Core i3,10th,4 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,No,"?39,990","?55,534",28%,3.8,15,1
DELL,INSPIRON,Intel,Core i3,10th,4 GB,DDR4,,1024 GB,HDD,Windows,32-bit,0,No,No,"?40,890","?45,990",11%,4,527,46
Lenovo,Missing,Intel,Core i3,10th,4 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,No,"?36,990","?57,990",36%,3.7,103,10
HP,15s,Intel,Core i3,11th,4 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?39,990","?45,514",12%,3.9,324,45
HP,Missing,Intel,Core i3,11th,4 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?41,990","?47,264",11%,4,69,5
DELL,Missing,Intel,Core i3,11th,4 GB,DDR4,,1024 GB,HDD,Windows,32-bit,0,No,No,"?43,970","?46,138",5%,3.9,16,0
HP,Notebook,Intel,Core i3,11th,4 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,No,"?39,790","?43,296",8%,3.9,40,3
ASUS,Missing,Intel,Core i3,10th,4 GB,DDR4,,1024 GB,HDD,Windows,32-bit,0,No,No,"?35,590","?45,990",23%,3.4,12,1
HP,14s,Intel,Core i3,10th,4 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?36,490","?42,787",15%,3.8,1146,175
ASUS,VivoBook,Intel,Core i3,10th,4 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?38,990","?45,990",15%,4,1850,216
ASUS,Missing,Intel,Core i3,10th,4 GB,DDR4,,1024 GB,HDD,Windows,32-bit,0,No,No,"?33,990","?39,990",15%,3.7,43,7
DELL,Inspiron,Intel,Core i3,10th,4 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?43,400","?49,000",11%,4.1,231,26
ASUS,Chromebook,Intel,Celeron Dual,6th,4 GB,LPDDR4,,512 GB,HDD,Windows,32-bit,0,No,No,"?24,990","?30,990",19%,4.2,502,93
HP,15s,Intel,Core i3,10th,4 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?40,750","?43,090",5%,4.1,1096,116
DELL,Inspiron,Intel,Core i3,10th,4 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?43,000","?46,629",8%,4.1,313,35
ASUS,Vivo,Intel,Core i3,10th,4 GB,DDR4,,1024 GB,HDD,Windows,64-bit,0,No,No,"?38,000","?42,990",12%,4.7,7,0
DELL,Inspiron,Intel,Core i3,11th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?37,990","?51,493",26%,3.7,265,46
HP,DA,Intel,Core i3,7th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,0,No,No,"?49,279",?0,0%,4.5,38,3
Lenovo,Missing,Intel,Core i3,10th,8 GB,DDR4,,1024 GB,HDD,Windows,32-bit,0,No,No,"?38,999","?50,990",24%,3.6,7,2
ASUS,Missing,Intel,Core i3,11th,8 GB,DDR4,,1024 GB,HDD,Windows,32-bit,0,No,No,"?41,500","?51,990",20%,3,4,0
acer,Missing,Intel,Core i3,11th,4 GB,DDR4,,1024 GB,HDD,Windows,32-bit,0,No,No,"?36,999","?45,000",18%,0,0,0
DELL,Missing,Intel,Core i3,11th,8 GB,DDR4,,1024 GB,HDD,Windows,32-bit,0,No,No,"?42,900","?55,351",22%,0,0,0
ASUS,Chromebook,Intel,Celeron Dual,6th,4 GB,LPDDR4,,512 GB,HDD,Windows,32-bit,0,No,No,"?21,490","?25,990",17%,3.9,818,113
DELL,Insprion,Intel,Core i3,11th,8 GB,DDR4,,1024 GB,HDD,Windows,32-bit,0,No,No,"?41,480","?48,990",15%,3.8,25,4
ASUS,VivoBook,Intel,Core i3,10th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,0,No,No,"?32,990","?43,990",25%,2,12,0
ASUS,VivoBook,Intel,Core i3,11th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,1,No,No,"?38,680","?51,990",26%,3.2,17,1
ASUS,Chromebook,Intel,Celeron Dual,6th,4 GB,LPDDR4,,512 GB,HDD,Windows,32-bit,0,No,No,"?23,990","?29,990",20%,4.1,974,170
DELL,Missing,Intel,Core i3,10th,8 GB,DDR4,,1024 GB,HDD,Windows,64-bit,0,No,No,"?40,390","?54,992",27%,3.2,83,15
ASUS,VivoBook,Intel,Core i3,10th,4 GB,DDR4,,1024 GB,HDD,Windows,64-bit,0,No,No,"?33,990","?39,990",15%,3.4,31,6
ASUS,Chromebook,Intel,Celeron Dual,6th,4 GB,LPDDR4,,512 GB,HDD,Windows,32-bit,0,No,No,"?20,490","?24,990",18%,3.9,637,91
DELL,Vostro,Intel,Core i3,10th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?41,490","?54,782",24%,5,7,5
DELL,Inspiron,Intel,Core i3,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,0,No,No,"?45,490","?60,371",25%,4.3,207,16
DELL,Inspiron,Intel,Core i3,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,0,No,No,"?44,490","?57,479",23%,4.3,844,103
ASUS,VivoBook,Intel,Core i3,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?41,890","?57,990",28%,4.2,53,6
DELL,Vostro,Intel,Core i3,11th,4 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?42,990","?43,126",0%,4.1,62,7
acer,Travelmate,Intel,Core i3,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,0,No,No,"?40,990","?60,000",32%,4.2,38,2
DELL,Inspiron,Intel,Core i3,11th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,No,"?48,990","?59,990",18%,4.1,724,92
DELL,Vostro,Intel,Core i3,11th,4 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?43,590","?59,781",27%,0,0,0
DELL,Inspiron,Intel,Core i3,10th,4 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,No,"?44,690","?60,122",26%,4.3,9,0
ASUS,ExpertBook,Intel,Core i3,10th,4 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,0,No,No,"?40,990","?51,990",21%,0,0,0
DELL,Vostro,Intel,Core i3,11th,4 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?43,990","?56,743",22%,0,0,0
DELL,Vostro,Intel,Core i3,11th,4 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?43,590","?57,863",25%,0,0,0
DELL,Vostro,Intel,Core i3,10th,4 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?41,390","?51,976",20%,4.2,56,7
DELL,Vostro,Intel,Core i3,10th,4 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?44,290","?57,858",23%,0,0,0
DELL,Inspiron,Intel,Core i3,11th,4 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,No,"?48,999","?57,095",14%,0,0,0
DELL,Vostro,Intel,Core i3,11th,4 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,1,No,Yes,"?39,990","?45,810",13%,3.9,170,11
DELL,Missing,Intel,Core i3,10th,8 GB,DDR4,256 GB,1024 GB,HDD,Windows,64-bit,0,No,No,"?46,390","?59,101",22%,2.9,95,5
ASUS,Chromebook,Intel,Celeron Dual,6th,4 GB,LPDDR4,,512 GB,HDD,Windows,64-bit,0,No,No,"?18,990","?22,990",17%,3.6,197,25
ASUS,Chromebook,Intel,Celeron Dual,6th,4 GB,LPDDR4,,512 GB,HDD,Windows,32-bit,0,No,No,"?17,990","?21,990",18%,3.6,1180,148
HP,14a,Intel,Celeron Dual,6th,4 GB,DDR4,,512 GB,HDD,Windows,64-bit,0,No,No,"?26,470","?31,532",16%,3.6,232,23
HP,Chromebook,Intel,Celeron Dual,6th,4 GB,DDR4,,512 GB,HDD,Windows,64-bit,0,No,No,"?27,990","?31,532",11%,3.8,596,65
Lenovo,Celeron,Intel,Celeron Dual,6th,4 GB,DDR4,,1024 GB,HDD,Windows,32-bit,0,No,No,"?29,999","?37,400",20%,3.3,19,1
Lenovo,IdeaPad,Intel,Celeron Dual,6th,4 GB,LPDDR4X,,512 GB,HDD,Windows,64-bit,0,No,No,"?25,990","?40,490",36%,3.7,84,16
Lenovo,IdeaPad,Intel,Celeron Dual,6th,4 GB,LPDDR4,,512 GB,HDD,Windows,32-bit,0,No,No,"?16,990","?24,840",32%,3.4,414,54
Lenovo,IdeaPad,Intel,Celeron Dual,6th,4 GB,LPDDR4,,512 GB,HDD,Windows,32-bit,0,No,No,"?24,990","?34,890",28%,2.8,70,16
acer,Predator,Intel,Core,6th,4 GB,DDR4,,512 GB,HDD,Windows,32-bit,0,No,No,"?99,990","?149,999",33%,4.5,1336,186
acer,Aspire,Intel,Core i5,6th,8 GB,DDR5,,512 GB,HDD,Windows,32-bit,0,No,No,"?50,990","?89,999",43%,4.4,10966,1185
acer,Spin,Intel,Core i5,6th,8 GB,LPDDR4,,512 GB,HDD,Windows,32-bit,1,No,No,"?119,990","?124,900",4%,4,1,1
acer,Swift,Intel,Core i5,10th,8 GB,LPDDR4,,512 GB,HDD,DOS,32-bit,0,No,No,"?94,190","?124,999",25%,4.3,31,6
ASUS,ROG,Intel,Core i5,10th,8 GB,LPDDR4,,512 GB,HDD,DOS,32-bit,0,No,No,"?106,167","?120,990",12%,4.5,1881,241
DELL,Missing,Intel,Core i5,10th,8 GB,LPDDR4,,512 GB,HDD,DOS,32-bit,1,No,No,"?68,090","?69,500",2%,1.6,23,4
DELL,XPS,Intel,Core i5,10th,8 GB,LPDDR4,,512 GB,HDD,DOS,32-bit,1,No,No,"?139,990","?155,720",10%,0,0,0
HP,15s,Intel,Core i5,10th,8 GB,LPDDR4,,512 GB,HDD,DOS,32-bit,0,No,No,"?55,990","?63,179",11%,4,818,109
HP,Omen,Intel,Core i5,10th,8 GB,LPDDR4,,512 GB,HDD,DOS,32-bit,0,No,No,"?102,551",?0,0%,0,0,0
lenovo,Ideapad,Intel,Core i5,10th,8 GB,LPDDR4,,512 GB,HDD,DOS,32-bit,0,No,No,"?72,990","?90,000",19%,4.2,204,19
Lenovo,Ideapad,Intel,Core i5,10th,8 GB,LPDDR4,,512 GB,HDD,DOS,32-bit,0,No,No,"?46,990","?62,290",25%,4.2,4428,569
MICROSOFT,Surface,Intel,Core i5,10th,8 GB,LPDDR4X,128 GB,,SSD,Windows,64-bit,0,Yes,No,"?100,190","?104,999",5%,4.4,56,8
Smartron,t.book,Intel,Core i5,7th,8 GB,DDR3,128 GB,,SSD,Windows,64-bit,0,Yes,No,"?52,990","?55,999",5%,3.5,30,9
MICROSOFT,Surface,Intel,Core i5,8th,8 GB,DDR3,128 GB,,SSD,Windows,64-bit,0,Yes,No,"?91,999",?0,0%,4.5,49,8
Smartron,t.book,Intel,Core i5,7th,4 GB,DDR3,128 GB,,SSD,Windows,64-bit,0,Yes,No,"?52,990","?55,999",5%,3.9,28,4
HP,Pavilion,Intel,Core i5,8th,8 GB,DDR4,128 GB,,SSD,Windows,64-bit,1,No,No,"?76,012",?0,0%,4.3,129,16
Lenovo,Ideapad,Intel,Core i5,11th,8 GB,DDR4,256 GB,,SSD,Windows,64-bit,2,No,Yes,"?49,490","?75,390",34%,4.3,365,35
lenovo,Yoga,Intel,Core i5,10th,8 GB,LPDDR4,,512 GB,HDD,DOS,32-bit,0,No,No,"?102,990","?139,890",26%,4.6,79,14
acer,Swift,Intel,Core i5,7th,8 GB,DDR3,256 GB,,SSD,Windows,64-bit,1,No,Yes,"?86,867","?99,999",13%,4.4,39,3
LG,Gram,Intel,Core i5,10th,8 GB,DDR4,256 GB,,SSD,Windows,64-bit,0,No,No,"?76,990","?104,000",26%,4.5,15,7
LG,Gram,Intel,Core i5,11th,8 GB,DDR4,256 GB,,SSD,Windows,64-bit,0,No,No,"?76,990","?106,000",27%,0,0,0
ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,256 GB,,SSD,Windows,64-bit,1,No,No,"?48,990","?58,990",17%,0,0,0
LG,Gram,Intel,Core i5,10th,8 GB,DDR4,256 GB,,SSD,Windows,64-bit,0,No,No,"?62,990","?99,000",36%,4.6,68,20
DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,256 GB,,SSD,Windows,64-bit,0,No,No,"?55,990","?71,578",22%,3.3,3,0
acer,Swift,Intel,Core i5,8th,8 GB,DDR3,256 GB,,SSD,Windows,64-bit,1,Yes,Yes,"?81,998","?82,799",1%,4,14,3
HP,Spectre,Intel,Core i5,8th,8 GB,DDR4,256 GB,,SSD,Windows,64-bit,1,Yes,Yes,"?136,590","?151,133",10%,0,0,0
acer,Swift,Intel,Core i5,8th,8 GB,DDR4,256 GB,,SSD,Windows,64-bit,1,No,No,"?59,490","?65,546",9%,3.5,33,7
ASUS,VivoBook14,Intel,Core i5,11th,8 GB,DDR4,256 GB,,SSD,Windows,64-bit,1,No,No,"?49,800","?66,990",26%,0,0,0
Lenovo,Ideapad,Intel,Core i5,11th,8 GB,DDR4,256 GB,,SSD,Windows,64-bit,1,No,Yes,"?61,999","?68,999",10%,2.8,4,0
HP,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?54,990","?70,171",22%,4.2,116,15
HP,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?53,990","?70,171",23%,4.1,206,17
Lenovo,Ideapad,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,2,No,Yes,"?52,990","?74,390",29%,4.2,300,24
HP,Pavilion,Intel,Core i5,11th,16 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?67,990","?78,294",13%,4.5,108,6
ASUS,TUF,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?57,990","?81,990",29%,4.5,3712,412
Lenovo,Ideapad,Intel,Core i5,11th,16 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?62,300","?101,390",39%,4.4,825,95
realme,Book(Slim),Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?52,990","?69,999",24%,4.4,3470,505
Lenovo,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?52,990","?84,890",38%,0,0,0
Lenovo,IdeaPad,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,2,No,Yes,"?51,990","?88,990",42%,4.2,85,4
Lenovo,IdeaPad,Intel,Core i5,11th,16 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?61,990","?97,890",37%,4.2,56,7
RedmiBook,Pro,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,32-bit,1,No,No,"?48,990","?59,990",18%,4.2,1708,242
ASUS,VivoBook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,,SSD,Windows,32-bit,1,Yes,Yes,"?63,990","?82,990",23%,4.6,10,1
Lenovo,ThinkPad,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?65,990","?78,109",16%,4.6,17,4
Nokia,PureBook,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?47,990","?90,000",47%,4.4,1119,242
acer,Aspire,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?52,990","?75,999",30%,4.2,155,20
Lenovo,IdeaPad,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?49,990","?79,690",37%,0,0,0
ASUS,ASUS,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?71,990","?115,990",38%,4.4,91,17
ASUS,VivoBook,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?47,990","?62,990",24%,4,35,2
Nokia,PureBook,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?45,990","?74,990",39%,4.7,6,1
Lenovo,IdeaPad,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,32-bit,2,No,Yes,"?48,490","?64,290",25%,4.3,126,13
ASUS,ASUS,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?72,990","?105,990",31%,4.5,74,10
MSI,Katana,Intel,Core i5,11th,16 GB,DDR4,512 GB,,SSD,Windows,64-bit,2,No,No,"?76,990","?106,990",28%,4.6,75,17
ASUS,TUF,Intel,Core i5,11th,16 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?89,990","?129,990",31%,4.6,124,17
MSI,GF63,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,2,No,No,"?59,990","?83,990",29%,4.5,1597,228
ASUS,TUF,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?65,990","?89,990",27%,4.4,3850,378
DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,Yes,No,"?71,990","?94,201",24%,4.7,7,1
DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,Yes,No,"?71,890","?92,549",22%,4.3,3,0
Lenovo,IdeaPad,Intel,Core i5,11th,16 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?64,990","?97,890",34%,0,0,0
ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?65,990","?90,990",27%,0,0,0
HP,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?55,999","?66,050",15%,4.8,5,1
ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?73,490","?110,990",34%,4.5,213,45
HP,Pavilion,Intel,Core i5,11th,16 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?74,490","?85,359",13%,4.3,10,0
HP,Pavilion,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?58,340","?74,839",22%,4,69,6
acer,Aspire,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?55,999","?75,999",26%,4.5,6,0
DELL,Inspiron,Intel,Core i5,11th,16 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?67,990","?89,849",24%,4.4,93,9
ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?59,990","?80,990",26%,4.5,11,2
ASUS,TUF,Intel,Core i5,11th,16 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?82,990","?104,990",21%,4.4,262,31
DELL,Vostro,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?64,190","?85,391",25%,0,0,0
DELL,Missing,Intel,Core i5,11th,16 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?70,090","?89,395",22%,4,5,1
realme,Book(Slim),Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?60,999","?69,999",13%,4.4,3470,505
ASUS,Missing,Intel,Core i5,10th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,No,"?49,990","?64,990",23%,4.1,45,3
MSI,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,0,No,No,"?55,490","?66,990",17%,3.9,8,1
HP,Spectre,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,,SSD,Windows,64-bit,0,Yes,No,"?97,990","?114,749",15%,5,3,1
ASUS,VivoBook,Intel,Core i5,9th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?54,990","?76,990",29%,4.4,1681,227
Lenovo,Thinkbook,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?59,990","?115,167",48%,4.3,37,2
Lenovo,IdeaPad,Intel,Core i5,11th,8 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?53,990","?79,890",32%,4.2,61,2
HP,Pavilion,Intel,Core i5,11th,16 GB,DDR4,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?66,999","?79,445",16%,4.4,17,1
acer,Intel,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,,SSD,Windows,64-bit,1,No,Yes,"?60,990","?89,999",32%,4.4,17,1
